File,Red,Green,Blue
../data/ColorCast/TrainingImages/img0444.jpg,58,75,-7
../data/ColorCast/TrainingImages/img0445.jpg,-37,25,1
../data/ColorCast/TrainingImages/img0446.jpg,-24,-2,-39
../data/ColorCast/TrainingImages/img0447.jpg,42,-18,13
../data/ColorCast/TrainingImages/img0448.jpg,24,8,-33
../data/ColorCast/TrainingImages/img0449.jpg,8,-9,33
../data/ColorCast/TrainingImages/img0450.jpg,20,64,-19
../data/ColorCast/TrainingImages/img0451.jpg,-5,3,-21
../data/ColorCast/TrainingImages/img0452.jpg,5,4,-10
../data/ColorCast/TrainingImages/img0453.jpg,-12,17,-25
../data/ColorCast/TrainingImages/img0454.jpg,59,27,-20
../data/ColorCast/TrainingImages/img0455.jpg,34,17,-21
../data/ColorCast/TrainingImages/img0456.jpg,26,36,30
../data/ColorCast/TrainingImages/img0457.jpg,30,19,-40
../data/ColorCast/TrainingImages/img0458.jpg,44,-14,26
../data/ColorCast/TrainingImages/img0459.jpg,-2,33,-22
../data/ColorCast/TrainingImages/img0460.jpg,27,10,-17
../data/ColorCast/TrainingImages/img0461.jpg,26,21,9
../data/ColorCast/TrainingImages/img0462.jpg,18,-14,-3
../data/ColorCast/TrainingImages/img0463.jpg,-35,0,21
../data/ColorCast/TrainingImages/img0464.jpg,5,-23,28
../data/ColorCast/TrainingImages/img0465.jpg,12,-58,24
../data/ColorCast/TrainingImages/img0466.jpg,57,1,-7
../data/ColorCast/TrainingImages/img0467.jpg,-11,47,-33
../data/ColorCast/TrainingImages/img0468.jpg,-20,-18,35
../data/ColorCast/TrainingImages/img0469.jpg,-3,39,-31
../data/ColorCast/TrainingImages/img0470.jpg,28,8,1
../data/ColorCast/TrainingImages/img0471.jpg,-12,-1,-11
../data/ColorCast/TrainingImages/img0472.jpg,-3,12,6
../data/ColorCast/TrainingImages/img0473.jpg,9,28,-65
../data/ColorCast/TrainingImages/img0474.jpg,-22,13,-7
../data/ColorCast/TrainingImages/img0475.jpg,13,33,22
../data/ColorCast/TrainingImages/img0476.jpg,31,-55,12
../data/ColorCast/TrainingImages/img0477.jpg,5,-31,-33
../data/ColorCast/TrainingImages/img0478.jpg,-18,2,4
../data/ColorCast/TrainingImages/img0479.jpg,-3,-28,-36
../data/ColorCast/TrainingImages/img0480.jpg,49,-22,20
../data/ColorCast/TrainingImages/img0481.jpg,-9,3,0
../data/ColorCast/TrainingImages/img0482.jpg,-19,-4,-2
../data/ColorCast/TrainingImages/img0483.jpg,5,-13,5
../data/ColorCast/TrainingImages/img0484.jpg,20,-32,-5
../data/ColorCast/TrainingImages/img0485.jpg,-19,9,22
../data/ColorCast/TrainingImages/img0486.jpg,-7,11,-24
../data/ColorCast/TrainingImages/img0487.jpg,-20,-5,11
../data/ColorCast/TrainingImages/img0488.jpg,6,-34,-17
../data/ColorCast/TrainingImages/img0489.jpg,18,-7,-2
../data/ColorCast/TrainingImages/img0490.jpg,-43,51,13
../data/ColorCast/TrainingImages/img0491.jpg,1,-6,-13
../data/ColorCast/TrainingImages/img0492.jpg,-27,40,10
../data/ColorCast/TrainingImages/img0493.jpg,-13,-51,-16
../data/ColorCast/TrainingImages/img0494.jpg,8,4,2
../data/ColorCast/TrainingImages/img0495.jpg,36,35,34
../data/ColorCast/TrainingImages/img0496.jpg,5,-2,-37
../data/ColorCast/TrainingImages/img0497.jpg,44,-49,5
../data/ColorCast/TrainingImages/img0498.jpg,20,-38,12
../data/ColorCast/TrainingImages/img0499.jpg,35,-13,-15
../data/ColorCast/TrainingImages/img0500.jpg,50,-29,-31
../data/ColorCast/TrainingImages/img0501.jpg,4,-22,1
../data/ColorCast/TrainingImages/img0502.jpg,9,9,-10
../data/ColorCast/TrainingImages/img0503.jpg,22,19,-18
../data/ColorCast/TrainingImages/img0504.jpg,44,-30,-11
../data/ColorCast/TrainingImages/img0505.jpg,31,-36,-8
../data/ColorCast/TrainingImages/img0506.jpg,-5,-19,-15
../data/ColorCast/TrainingImages/img0507.jpg,5,-19,-14
../data/ColorCast/TrainingImages/img0508.jpg,28,-31,20
../data/ColorCast/TrainingImages/img0509.jpg,-14,3,17
../data/ColorCast/TrainingImages/img0510.jpg,-22,-9,-16
../data/ColorCast/TrainingImages/img0511.jpg,-14,16,16
../data/ColorCast/TrainingImages/img0512.jpg,-27,-2,16
../data/ColorCast/TrainingImages/img0513.jpg,24,8,-31
../data/ColorCast/TrainingImages/img0514.jpg,28,-25,-17
../data/ColorCast/TrainingImages/img0515.jpg,2,24,17
../data/ColorCast/TrainingImages/img0516.jpg,14,-35,-3
../data/ColorCast/TrainingImages/img0517.jpg,-28,13,22
../data/ColorCast/TrainingImages/img0518.jpg,16,-70,11
../data/ColorCast/TrainingImages/img0519.jpg,-8,-21,4
../data/ColorCast/TrainingImages/img0520.jpg,44,-13,23
../data/ColorCast/TrainingImages/img0521.jpg,-3,-18,4
../data/ColorCast/TrainingImages/img0522.jpg,13,-3,-37
../data/ColorCast/TrainingImages/img0523.jpg,-38,8,9
../data/ColorCast/TrainingImages/img0524.jpg,22,-7,32
../data/ColorCast/TrainingImages/img0525.jpg,22,-4,-8
../data/ColorCast/TrainingImages/img0526.jpg,-8,-46,-55
../data/ColorCast/TrainingImages/img0527.jpg,-28,-9,24
../data/ColorCast/TrainingImages/img0528.jpg,-34,15,20
../data/ColorCast/TrainingImages/img0529.jpg,-5,-11,14
../data/ColorCast/TrainingImages/img0530.jpg,22,-9,7
../data/ColorCast/TrainingImages/img0531.jpg,22,-58,-26
../data/ColorCast/TrainingImages/img0532.jpg,22,15,18
../data/ColorCast/TrainingImages/img0533.jpg,-28,5,-17
../data/ColorCast/TrainingImages/img0534.jpg,-18,29,-4
../data/ColorCast/TrainingImages/img0535.jpg,-4,34,-11
../data/ColorCast/TrainingImages/img0536.jpg,2,31,-28
../data/ColorCast/TrainingImages/img0537.jpg,12,23,14
../data/ColorCast/TrainingImages/img0538.jpg,22,-49,21
../data/ColorCast/TrainingImages/img0539.jpg,-28,2,20
../data/ColorCast/TrainingImages/img0540.jpg,-8,7,24
../data/ColorCast/TrainingImages/img0541.jpg,52,2,-13
../data/ColorCast/TrainingImages/img0542.jpg,-5,41,-12
../data/ColorCast/TrainingImages/img0543.jpg,12,-21,36
../data/ColorCast/TrainingImages/img0544.jpg,-44,14,8
../data/ColorCast/TrainingImages/img0545.jpg,9,18,56
../data/ColorCast/TrainingImages/img0546.jpg,48,21,11
../data/ColorCast/TrainingImages/img0547.jpg,-30,-1,-6
../data/ColorCast/TrainingImages/img0548.jpg,-20,-21,-27
../data/ColorCast/TrainingImages/img0549.jpg,16,-3,-1
../data/ColorCast/TrainingImages/img0550.jpg,-8,2,-25
../data/ColorCast/TrainingImages/img0551.jpg,-27,22,-33
../data/ColorCast/TrainingImages/img0552.jpg,29,-17,21
../data/ColorCast/TrainingImages/img0553.jpg,-52,-11,12
../data/ColorCast/TrainingImages/img0554.jpg,18,-42,8
../data/ColorCast/TrainingImages/img0555.jpg,14,20,14
../data/ColorCast/TrainingImages/img0556.jpg,-6,3,15
../data/ColorCast/TrainingImages/img0557.jpg,-23,10,-16
../data/ColorCast/TrainingImages/img0558.jpg,-27,-44,15
../data/ColorCast/TrainingImages/img0559.jpg,71,12,-15
../data/ColorCast/TrainingImages/img0560.jpg,-15,14,-21
../data/ColorCast/TrainingImages/img0561.jpg,-12,-5,4
../data/ColorCast/TrainingImages/img0562.jpg,22,-10,2
../data/ColorCast/TrainingImages/img0563.jpg,20,-30,-15
../data/ColorCast/TrainingImages/img0564.jpg,6,29,-21
../data/ColorCast/TrainingImages/img0565.jpg,64,45,-11
../data/ColorCast/TrainingImages/img0566.jpg,31,15,-8
../data/ColorCast/TrainingImages/img0567.jpg,-56,-13,40
../data/ColorCast/TrainingImages/img0568.jpg,0,8,-7
../data/ColorCast/TrainingImages/img0569.jpg,41,22,16
../data/ColorCast/TrainingImages/img0570.jpg,6,35,54
../data/ColorCast/TrainingImages/img0571.jpg,-7,10,-18
../data/ColorCast/TrainingImages/img0572.jpg,6,32,-2
../data/ColorCast/TrainingImages/img0573.jpg,27,-61,32
../data/ColorCast/TrainingImages/img0574.jpg,30,-11,14
../data/ColorCast/TrainingImages/img0575.jpg,17,-26,-5
../data/ColorCast/TrainingImages/img0576.jpg,-21,8,-11
../data/ColorCast/TrainingImages/img0577.jpg,-37,-27,3
../data/ColorCast/TrainingImages/img0578.jpg,-8,-41,28
../data/ColorCast/TrainingImages/img0579.jpg,-14,-18,2
../data/ColorCast/TrainingImages/img0580.jpg,20,31,-43
../data/ColorCast/TrainingImages/img0581.jpg,-9,-20,41
../data/ColorCast/TrainingImages/img0582.jpg,-13,-22,-2
../data/ColorCast/TrainingImages/img0583.jpg,7,-26,-46
../data/ColorCast/TrainingImages/img0584.jpg,-18,16,-17
../data/ColorCast/TrainingImages/img0585.jpg,-24,8,35
../data/ColorCast/TrainingImages/img0586.jpg,54,-5,-24
../data/ColorCast/TrainingImages/img0587.jpg,18,14,44
../data/ColorCast/TrainingImages/img0588.jpg,-37,23,-20
../data/ColorCast/TrainingImages/img0589.jpg,25,51,-47
../data/ColorCast/TrainingImages/img0590.jpg,32,35,-28
../data/ColorCast/TrainingImages/img0591.jpg,45,-38,-11
../data/ColorCast/TrainingImages/img0592.jpg,-12,-52,-37
../data/ColorCast/TrainingImages/img0593.jpg,28,-7,1
../data/ColorCast/TrainingImages/img0594.jpg,-17,9,7
../data/ColorCast/TrainingImages/img0595.jpg,-13,-19,8
../data/ColorCast/TrainingImages/img0596.jpg,25,-1,26
../data/ColorCast/TrainingImages/img0597.jpg,23,16,53
../data/ColorCast/TrainingImages/img0598.jpg,-15,-25,38
../data/ColorCast/TrainingImages/img0599.jpg,3,24,7
../data/ColorCast/TrainingImages/img0600.jpg,6,7,33
../data/ColorCast/TrainingImages/img0601.jpg,-2,14,-25
../data/ColorCast/TrainingImages/img0602.jpg,21,-34,10
../data/ColorCast/TrainingImages/img0603.jpg,26,12,-3
../data/ColorCast/TrainingImages/img0604.jpg,63,-19,34
../data/ColorCast/TrainingImages/img0605.jpg,-10,19,-26
../data/ColorCast/TrainingImages/img0606.jpg,-53,16,13
../data/ColorCast/TrainingImages/img0607.jpg,-51,20,-12
../data/ColorCast/TrainingImages/img0608.jpg,5,8,28
../data/ColorCast/TrainingImages/img0609.jpg,9,16,-7
../data/ColorCast/TrainingImages/img0610.jpg,11,-30,22
../data/ColorCast/TrainingImages/img0611.jpg,25,-7,9
../data/ColorCast/TrainingImages/img0612.jpg,3,-65,18
../data/ColorCast/TrainingImages/img0613.jpg,32,-11,-13
../data/ColorCast/TrainingImages/img0614.jpg,-16,2,-8
../data/ColorCast/TrainingImages/img0615.jpg,51,-23,-14
../data/ColorCast/TrainingImages/img0616.jpg,-44,16,1
../data/ColorCast/TrainingImages/img0617.jpg,16,-12,-6
../data/ColorCast/TrainingImages/img0618.jpg,24,-12,34
../data/ColorCast/TrainingImages/img0619.jpg,31,-14,-1
../data/ColorCast/TrainingImages/img0620.jpg,9,-33,-15
../data/ColorCast/TrainingImages/img0621.jpg,-32,6,-1
../data/ColorCast/TrainingImages/img0622.jpg,-19,14,3
../data/ColorCast/TrainingImages/img0623.jpg,-4,19,31
../data/ColorCast/TrainingImages/img0624.jpg,-30,51,5
../data/ColorCast/TrainingImages/img0625.jpg,60,-19,-57
../data/ColorCast/TrainingImages/img0626.jpg,-24,-9,14
../data/ColorCast/TrainingImages/img0627.jpg,19,30,8
../data/ColorCast/TrainingImages/img0628.jpg,29,-26,29
../data/ColorCast/TrainingImages/img0629.jpg,28,-66,7
../data/ColorCast/TrainingImages/img0630.jpg,7,28,14
../data/ColorCast/TrainingImages/img0631.jpg,5,38,31
../data/ColorCast/TrainingImages/img0632.jpg,19,-1,24
../data/ColorCast/TrainingImages/img0633.jpg,38,-29,-1
../data/ColorCast/TrainingImages/img0634.jpg,18,9,12
../data/ColorCast/TrainingImages/img0635.jpg,-20,-27,-1
../data/ColorCast/TrainingImages/img0636.jpg,15,7,6
../data/ColorCast/TrainingImages/img0637.jpg,-18,-1,-5
../data/ColorCast/TrainingImages/img0638.jpg,20,8,3
../data/ColorCast/TrainingImages/img0639.jpg,7,-13,-23
../data/ColorCast/TrainingImages/img0640.jpg,-8,-7,7
../data/ColorCast/TrainingImages/img0641.jpg,-23,-44,-10
../data/ColorCast/TrainingImages/img0642.jpg,-28,-16,25
../data/ColorCast/TrainingImages/img0643.jpg,32,-26,-7
../data/ColorCast/TrainingImages/img0644.jpg,12,-29,40
../data/ColorCast/TrainingImages/img0645.jpg,14,-11,-28
../data/ColorCast/TrainingImages/img0646.jpg,-59,-28,-2
../data/ColorCast/TrainingImages/img0647.jpg,14,-26,-52
../data/ColorCast/TrainingImages/img0648.jpg,19,-4,-15
../data/ColorCast/TrainingImages/img0649.jpg,3,-5,-17
../data/ColorCast/TrainingImages/img0650.jpg,18,30,19
../data/ColorCast/TrainingImages/img0651.jpg,13,13,-42
../data/ColorCast/TrainingImages/img0652.jpg,9,-17,35
../data/ColorCast/TrainingImages/img0653.jpg,-30,-10,-11
../data/ColorCast/TrainingImages/img0654.jpg,-62,27,11
../data/ColorCast/TrainingImages/img0655.jpg,20,12,-7
../data/ColorCast/TrainingImages/img0656.jpg,1,-40,-38
../data/ColorCast/TrainingImages/img0657.jpg,-20,13,5
../data/ColorCast/TrainingImages/img0658.jpg,9,3,10
../data/ColorCast/TrainingImages/img0659.jpg,-35,19,13
../data/ColorCast/TrainingImages/img0660.jpg,55,-29,-32
../data/ColorCast/TrainingImages/img0661.jpg,1,21,19
../data/ColorCast/TrainingImages/img0662.jpg,-8,-1,-25
../data/ColorCast/TrainingImages/img0663.jpg,4,3,-12
../data/ColorCast/TrainingImages/img0664.jpg,4,-25,-42
../data/ColorCast/TrainingImages/img0665.jpg,-1,39,7
../data/ColorCast/TrainingImages/img0666.jpg,-9,25,-35
../data/ColorCast/TrainingImages/img0667.jpg,-1,2,4
../data/ColorCast/TrainingImages/img0668.jpg,-25,-7,1
../data/ColorCast/TrainingImages/img0669.jpg,-4,29,19
../data/ColorCast/TrainingImages/img0670.jpg,31,-15,-16
../data/ColorCast/TrainingImages/img0671.jpg,-21,24,-29
../data/ColorCast/TrainingImages/img0672.jpg,14,17,-17
../data/ColorCast/TrainingImages/img0673.jpg,36,-7,-12
../data/ColorCast/TrainingImages/img0674.jpg,-12,44,5
../data/ColorCast/TrainingImages/img0675.jpg,19,-31,-13
../data/ColorCast/TrainingImages/img0676.jpg,31,-12,13
../data/ColorCast/TrainingImages/img0677.jpg,-23,22,-16
../data/ColorCast/TrainingImages/img0678.jpg,33,6,76
../data/ColorCast/TrainingImages/img0679.jpg,-41,-43,-27
../data/ColorCast/TrainingImages/img0680.jpg,-34,24,7
../data/ColorCast/TrainingImages/img0681.jpg,10,-12,-33
../data/ColorCast/TrainingImages/img0682.jpg,-8,-21,49
../data/ColorCast/TrainingImages/img0683.jpg,29,-22,-26
../data/ColorCast/TrainingImages/img0684.jpg,-34,2,30
../data/ColorCast/TrainingImages/img0685.jpg,-14,9,21
../data/ColorCast/TrainingImages/img0686.jpg,13,-49,6
../data/ColorCast/TrainingImages/img0687.jpg,-20,21,-4
../data/ColorCast/TrainingImages/img0688.jpg,-4,-9,-31
../data/ColorCast/TrainingImages/img0689.jpg,-27,-16,4
../data/ColorCast/TrainingImages/img0690.jpg,16,-10,-7
../data/ColorCast/TrainingImages/img0691.jpg,32,11,-11
../data/ColorCast/TrainingImages/img0692.jpg,12,32,0
../data/ColorCast/TrainingImages/img0693.jpg,0,19,-15
../data/ColorCast/TrainingImages/img0694.jpg,-11,-17,75
../data/ColorCast/TrainingImages/img0695.jpg,-14,-4,-23
../data/ColorCast/TrainingImages/img0696.jpg,20,-3,18
../data/ColorCast/TrainingImages/img0697.jpg,19,-19,16
../data/ColorCast/TrainingImages/img0698.jpg,-6,-15,58
../data/ColorCast/TrainingImages/img0699.jpg,7,0,-25
../data/ColorCast/TrainingImages/img0700.jpg,33,7,52
../data/ColorCast/TrainingImages/img0701.jpg,-39,-57,44
../data/ColorCast/TrainingImages/img0702.jpg,-5,-3,-20
../data/ColorCast/TrainingImages/img0703.jpg,-1,-3,21
../data/ColorCast/TrainingImages/img0704.jpg,24,37,17
../data/ColorCast/TrainingImages/img0705.jpg,-9,-17,-14
../data/ColorCast/TrainingImages/img0706.jpg,16,-10,22
../data/ColorCast/TrainingImages/img0707.jpg,-25,-6,-17
../data/ColorCast/TrainingImages/img0708.jpg,-16,-50,-24
../data/ColorCast/TrainingImages/img0709.jpg,23,-21,31
../data/ColorCast/TrainingImages/img0710.jpg,6,45,-11
../data/ColorCast/TrainingImages/img0711.jpg,-13,38,21
../data/ColorCast/TrainingImages/img0712.jpg,0,-14,-2
../data/ColorCast/TrainingImages/img0713.jpg,25,44,7
../data/ColorCast/TrainingImages/img0714.jpg,-24,-2,13
../data/ColorCast/TrainingImages/img0715.jpg,2,-7,34
../data/ColorCast/TrainingImages/img0716.jpg,6,0,-1
../data/ColorCast/TrainingImages/img0717.jpg,14,-4,4
../data/ColorCast/TrainingImages/img0718.jpg,-8,-31,24
../data/ColorCast/TrainingImages/img0719.jpg,-4,-13,-17
../data/ColorCast/TrainingImages/img0720.jpg,-14,-6,14
../data/ColorCast/TrainingImages/img0721.jpg,-11,9,-24
../data/ColorCast/TrainingImages/img0722.jpg,-25,36,20
../data/ColorCast/TrainingImages/img0723.jpg,38,0,-40
../data/ColorCast/TrainingImages/img0724.jpg,-7,15,-2
../data/ColorCast/TrainingImages/img0725.jpg,-17,-24,7
../data/ColorCast/TrainingImages/img0726.jpg,-4,-5,-4
../data/ColorCast/TrainingImages/img0727.jpg,-4,-26,-15
../data/ColorCast/TrainingImages/img0728.jpg,-52,58,20
../data/ColorCast/TrainingImages/img0729.jpg,-25,-50,-8
../data/ColorCast/TrainingImages/img0730.jpg,14,7,-46
../data/ColorCast/TrainingImages/img0731.jpg,-15,4,-29
../data/ColorCast/TrainingImages/img0732.jpg,37,-36,2
../data/ColorCast/TrainingImages/img0733.jpg,-27,-25,-19
../data/ColorCast/TrainingImages/img0734.jpg,50,22,3
../data/ColorCast/TrainingImages/img0735.jpg,-15,-12,29
../data/ColorCast/TrainingImages/img0736.jpg,12,-7,18
../data/ColorCast/TrainingImages/img0737.jpg,3,-30,-16
../data/ColorCast/TrainingImages/img0738.jpg,-10,-73,-21
../data/ColorCast/TrainingImages/img0739.jpg,5,16,-13
../data/ColorCast/TrainingImages/img0740.jpg,32,0,-77
../data/ColorCast/TrainingImages/img0741.jpg,70,-17,-7
../data/ColorCast/TrainingImages/img0742.jpg,-2,-15,-28
../data/ColorCast/TrainingImages/img0743.jpg,-17,1,-37
../data/ColorCast/TrainingImages/img0744.jpg,8,-10,45
../data/ColorCast/TrainingImages/img0745.jpg,-31,-16,-28
../data/ColorCast/TrainingImages/img0746.jpg,-5,28,15
../data/ColorCast/TrainingImages/img0747.jpg,17,21,24
../data/ColorCast/TrainingImages/img0748.jpg,15,-3,-12
../data/ColorCast/TrainingImages/img0749.jpg,6,-13,-29
../data/ColorCast/TrainingImages/img0750.jpg,62,36,0
../data/ColorCast/TrainingImages/img0751.jpg,-2,-27,-9
../data/ColorCast/TrainingImages/img0752.jpg,31,10,2
../data/ColorCast/TrainingImages/img0753.jpg,-6,-1,26
../data/ColorCast/TrainingImages/img0754.jpg,-57,24,33
../data/ColorCast/TrainingImages/img0755.jpg,-6,22,15
../data/ColorCast/TrainingImages/img0756.jpg,32,7,-14
../data/ColorCast/TrainingImages/img0757.jpg,1,-49,57
../data/ColorCast/TrainingImages/img0758.jpg,16,-25,27
../data/ColorCast/TrainingImages/img0759.jpg,23,-27,0
../data/ColorCast/TrainingImages/img0760.jpg,12,-23,-36
../data/ColorCast/TrainingImages/img0761.jpg,-19,41,-47
../data/ColorCast/TrainingImages/img0762.jpg,-20,34,-38
../data/ColorCast/TrainingImages/img0763.jpg,-7,2,-8
../data/ColorCast/TrainingImages/img0764.jpg,15,13,14
../data/ColorCast/TrainingImages/img0765.jpg,20,-24,-27
../data/ColorCast/TrainingImages/img0766.jpg,-11,39,-28
../data/ColorCast/TrainingImages/img0767.jpg,21,35,5
../data/ColorCast/TrainingImages/img0768.jpg,29,-9,14
../data/ColorCast/TrainingImages/img0769.jpg,10,-2,13
../data/ColorCast/TrainingImages/img0770.jpg,-28,-21,-25
../data/ColorCast/TrainingImages/img0771.jpg,-20,21,-44
../data/ColorCast/TrainingImages/img0772.jpg,0,2,-10
../data/ColorCast/TrainingImages/img0773.jpg,17,6,-19
../data/ColorCast/TrainingImages/img0774.jpg,-2,-42,-34
../data/ColorCast/TrainingImages/img0775.jpg,16,-39,59
../data/ColorCast/TrainingImages/img0776.jpg,-12,16,-3
../data/ColorCast/TrainingImages/img0777.jpg,-10,17,13
../data/ColorCast/TrainingImages/img0778.jpg,26,-58,0
../data/ColorCast/TrainingImages/img0779.jpg,4,6,7
../data/ColorCast/TrainingImages/img0780.jpg,-12,-35,12
../data/ColorCast/TrainingImages/img0781.jpg,30,-7,-20
../data/ColorCast/TrainingImages/img0782.jpg,-22,-28,11
../data/ColorCast/TrainingImages/img0783.jpg,13,31,-29
../data/ColorCast/TrainingImages/img0784.jpg,-37,-57,-24
../data/ColorCast/TrainingImages/img0785.jpg,31,-22,27
../data/ColorCast/TrainingImages/img0786.jpg,-17,17,-11
../data/ColorCast/TrainingImages/img0787.jpg,-33,29,-45
../data/ColorCast/TrainingImages/img0788.jpg,-17,-18,-11
../data/ColorCast/TrainingImages/img0789.jpg,-70,17,34
../data/ColorCast/TrainingImages/img0790.jpg,-31,-3,-6
../data/ColorCast/TrainingImages/img0791.jpg,-24,12,-11
../data/ColorCast/TrainingImages/img0792.jpg,1,-49,22
../data/ColorCast/TrainingImages/img0793.jpg,12,3,6
../data/ColorCast/TrainingImages/img0794.jpg,-23,26,-28
../data/ColorCast/TrainingImages/img0795.jpg,38,9,27
../data/ColorCast/TrainingImages/img0796.jpg,-16,49,14
../data/ColorCast/TrainingImages/img0797.jpg,-56,-19,13
../data/ColorCast/TrainingImages/img0798.jpg,-14,14,18
../data/ColorCast/TrainingImages/img0799.jpg,-25,12,8
../data/ColorCast/TrainingImages/img0800.jpg,-15,17,-15
../data/ColorCast/TrainingImages/img0801.jpg,44,-7,0
../data/ColorCast/TrainingImages/img0802.jpg,19,39,-1
../data/ColorCast/TrainingImages/img0803.jpg,5,3,-35
../data/ColorCast/TrainingImages/img0804.jpg,8,-18,0
../data/ColorCast/TrainingImages/img0805.jpg,-24,11,20
../data/ColorCast/TrainingImages/img0806.jpg,23,7,39
../data/ColorCast/TrainingImages/img0807.jpg,-5,-29,8
../data/ColorCast/TrainingImages/img0808.jpg,-2,2,23
../data/ColorCast/TrainingImages/img0809.jpg,-20,-7,-42
../data/ColorCast/TrainingImages/img0810.jpg,21,-36,25
../data/ColorCast/TrainingImages/img0811.jpg,13,50,-30
../data/ColorCast/TrainingImages/img0812.jpg,2,11,0
../data/ColorCast/TrainingImages/img0813.jpg,2,-7,-46
../data/ColorCast/TrainingImages/img0814.jpg,51,38,2
../data/ColorCast/TrainingImages/img0815.jpg,-14,41,-34
../data/ColorCast/TrainingImages/img0816.jpg,19,-38,12
../data/ColorCast/TrainingImages/img0817.jpg,17,-8,5
../data/ColorCast/TrainingImages/img0818.jpg,51,53,-31
../data/ColorCast/TrainingImages/img0819.jpg,-49,15,9
../data/ColorCast/TrainingImages/img0820.jpg,-7,-4,-35
../data/ColorCast/TrainingImages/img0821.jpg,-29,20,17
../data/ColorCast/TrainingImages/img0822.jpg,22,22,-25
../data/ColorCast/TrainingImages/img0823.jpg,-7,-22,6
../data/ColorCast/TrainingImages/img0824.jpg,6,-5,52
../data/ColorCast/TrainingImages/img0825.jpg,-1,43,5
../data/ColorCast/TrainingImages/img0826.jpg,43,15,-46
../data/ColorCast/TrainingImages/img0827.jpg,8,-20,-20
../data/ColorCast/TrainingImages/img0828.jpg,-29,0,-5
../data/ColorCast/TrainingImages/img0829.jpg,32,6,-7
../data/ColorCast/TrainingImages/img0830.jpg,19,-5,18
../data/ColorCast/TrainingImages/img0831.jpg,-26,-14,-22
../data/ColorCast/TrainingImages/img0832.jpg,14,-16,45
../data/ColorCast/TrainingImages/img0833.jpg,-15,-15,15
../data/ColorCast/TrainingImages/img0834.jpg,10,0,-30
../data/ColorCast/TrainingImages/img0835.jpg,27,-16,21
../data/ColorCast/TrainingImages/img0836.jpg,8,4,-8
../data/ColorCast/TrainingImages/img0837.jpg,-23,7,20
../data/ColorCast/TrainingImages/img0838.jpg,5,4,31
../data/ColorCast/TrainingImages/img0839.jpg,-21,-23,14
../data/ColorCast/TrainingImages/img0840.jpg,-32,-16,-47
../data/ColorCast/TrainingImages/img0841.jpg,-19,-48,17
../data/ColorCast/TrainingImages/img0842.jpg,7,3,-31
../data/ColorCast/TrainingImages/img0843.jpg,24,-34,23
../data/ColorCast/TrainingImages/img0844.jpg,-16,2,-13
../data/ColorCast/TrainingImages/img0845.jpg,4,-42,28
../data/ColorCast/TrainingImages/img0846.jpg,-26,-34,-61
../data/ColorCast/TrainingImages/img0847.jpg,5,16,21
../data/ColorCast/TrainingImages/img0848.jpg,-39,-10,-21
../data/ColorCast/TrainingImages/img0849.jpg,0,-4,-6
../data/ColorCast/TrainingImages/img0850.jpg,-8,19,29
../data/ColorCast/TrainingImages/img0851.jpg,-3,-17,36
../data/ColorCast/TrainingImages/img0852.jpg,35,1,-22
../data/ColorCast/TrainingImages/img0853.jpg,4,-11,39
../data/ColorCast/TrainingImages/img0854.jpg,-17,36,-8
../data/ColorCast/TrainingImages/img0855.jpg,13,-23,4
../data/ColorCast/TrainingImages/img0856.jpg,5,-9,21
../data/ColorCast/TrainingImages/img0857.jpg,19,7,14
../data/ColorCast/TrainingImages/img0858.jpg,11,-24,15
../data/ColorCast/TrainingImages/img0859.jpg,-24,-16,18
../data/ColorCast/TrainingImages/img0860.jpg,12,-20,9
../data/ColorCast/TrainingImages/img0861.jpg,-17,-42,28
../data/ColorCast/TrainingImages/img0862.jpg,-24,40,7
../data/ColorCast/TrainingImages/img0863.jpg,11,-42,18
../data/ColorCast/TrainingImages/img0864.jpg,-25,5,-15
../data/ColorCast/TrainingImages/img0865.jpg,35,40,-1
../data/ColorCast/TrainingImages/img0866.jpg,-2,-33,-21
../data/ColorCast/TrainingImages/img0867.jpg,19,-44,35
../data/ColorCast/TrainingImages/img0868.jpg,36,-22,-4
../data/ColorCast/TrainingImages/img0869.jpg,4,23,-27
../data/ColorCast/TrainingImages/img0870.jpg,-12,32,1
../data/ColorCast/TrainingImages/img0871.jpg,-34,25,27
../data/ColorCast/TrainingImages/img0872.jpg,14,16,40
../data/ColorCast/TrainingImages/img0873.jpg,-16,-2,5
../data/ColorCast/TrainingImages/img0874.jpg,12,3,16
../data/ColorCast/TrainingImages/img0875.jpg,-17,-7,-41
../data/ColorCast/TrainingImages/img0876.jpg,14,-16,-4
../data/ColorCast/TrainingImages/img0877.jpg,0,23,38
../data/ColorCast/TrainingImages/img0878.jpg,11,5,2
../data/ColorCast/TrainingImages/img0879.jpg,6,26,-26
../data/ColorCast/TrainingImages/img0880.jpg,-20,38,7
../data/ColorCast/TrainingImages/img0881.jpg,-11,-47,-56
../data/ColorCast/TrainingImages/img0882.jpg,28,-28,-29
../data/ColorCast/TrainingImages/img0883.jpg,-35,6,1
../data/ColorCast/TrainingImages/img0884.jpg,-11,11,32
../data/ColorCast/TrainingImages/img0885.jpg,18,-1,-6
../data/ColorCast/TrainingImages/img0886.jpg,-12,8,22
../data/ColorCast/TrainingImages/img0887.jpg,13,22,15
